location,total_sqft,size,price
Mahalakshmi Layout,1575.0,4,158.0
Kodichikkanahalli,3250.0,4,180.0
Channasandra,1030.0,2,34.5
Hebbal,1440.0,2,115.0
Hoodi,1500.0,2,84.0
Thanisandra,1380.0,1,62.1
Other,705.0,1,36.5
Harlur,2240.0,3,155.0
Hegde Nagar,1584.01,3,103.0
Other,1340.0,3,77.0
Other,1800.0,3,70.0
R.T. Nagar,1200.0,2,45.0
Sarjapur  Road,685.0,1,40.0
Kalkere,925.0,2,42.0
Other,1230.0,2,57.0
Other,1200.0,5,185.0
Kodichikkanahalli,1125.0,2,52.0
Hebbal,1100.0,2,54.0
Jigani,2400.0,3,149.0
Electronic City Phase II,1400.0,3,41.58
Uttarahalli,1200.0,7,225.0
Jakkur,1858.0,3,98.3
Ambedkar Nagar,3530.0,4,290.0
HSR Layout,1185.0,2,60.0
Other,1200.0,2,216.0
Hennur,1255.0,2,58.0
Rajaji Nagar,3436.0,4,475.0
Kudlu Gate,1335.0,3,89.0
Dodda Nekkundi,1999.0,3,132.0
Kundalahalli,1397.0,3,110.0
Jigani,1200.0,10,105.0
Cooke Town,3950.0,4,450.0
Yelahanka New Town,1200.0,2,130.0
Chikka Tirupathi,1616.0,3,95.0
Banashankari Stage III,1200.0,8,350.0
Other,1270.0,4,175.0
Raja Rajeshwari Nagar,1140.0,2,38.55
Varthur,1200.0,3,98.0
Other,700.0,1,162.0
Balagere,1205.47,2,81.0
Electronic City,1700.0,3,75.0
Thanisandra,750.0,5,62.0
Kanakpura Road,1090.0,2,54.54
Yeshwanthpur,3600.0,4,220.0
Kundalahalli,2400.0,1,650.0
Thanisandra,923.0,1,60.84
Other,3595.0,4,360.0
Green Glen Layout,1050.0,2,48.0
Hennur Road,1664.0,3,93.865
Other,1485.0,3,85.0
Dommasandra,1033.0,3,31.5
Electronic City,1400.0,3,48.0
Indira Nagar,500.0,1,70.0
Sarjapur  Road,944.0,2,35.0
Whitefield,3250.0,5,290.0
Whitefield,1216.0,2,66.48
Other,1100.0,2,39.5
Thanisandra,1743.0,3,93.25
Yelahanka,1274.0,2,48.42
Other,2500.0,3,425.0
Mysore Road,1512.0,3,110.0
Other,3100.0,4,385.0
Cox Town,1650.0,3,100.0
Doddathoguru,1875.0,3,55.0
Whitefield,1350.0,3,54.0
Other,1219.0,2,40.0
Other,1200.0,4,150.0
Sarjapura - Attibele Road,2400.0,3,85.0
Hormavu,1141.0,2,44.4
Anandapura,1151.0,2,43.1
Bommenahalli,832.0,3,77.0
Sarjapur  Road,915.0,2,38.0
Other,3259.0,3,270.0
Bannerghatta Road,1115.0,2,65.12
Thigalarapalya,2072.0,3,139.0
Kaggadasapura,1200.0,2,53.0
Singasandra,1300.0,2,65.0
Bellandur,1457.0,2,85.0
Kannamangala,1262.0,2,55.0
Other,1196.0,4,150.0
Ananth Nagar,900.0,2,22.5
Attibele,420.0,1,17.0
Kanakapura,1160.0,2,46.39
Kasavanhalli,1115.0,2,50.0
JP Nagar,1315.0,3,85.4
Babusapalaya,1500.0,2,57.0
HSR Layout,1127.0,2,68.0
Kundalahalli,1397.0,3,104.0
Whitefield,1173.0,2,60.0
Sompura,1090.0,2,28.0
Sarjapur  Road,2720.0,3,210.0
Jakkur,1230.0,2,76.0
Other,3200.0,4,190.0
Sarjapur  Road,858.0,2,31.57
Talaghattapura,1868.0,3,121.0
Uttarahalli,1689.28,3,91.2
Vishwapriya Layout,600.0,4,73.0
Banashankari,1425.0,3,49.88
Subramanyapura,1200.0,6,170.0
Tindlu,1350.0,2,100.0
Channasandra,4200.0,6,180.0
Uttarahalli,1310.0,3,85.0
Haralur Road,3185.0,4,175.0
Other,970.0,2,40.0
Kundalahalli,1397.0,3,108.0
Sarjapur,1157.0,2,40.0
Kasavanhalli,1125.0,2,61.2
Sonnenahalli,1157.0,2,42.0
Sarjapur  Road,1241.0,2,82.0
Binny Pete,660.0,1,62.0
Marathahalli,4000.0,4,220.0
Rajiv Nagar,2340.0,4,148.0
Other,596.0,1,42.0
Other,10000.0,16,550.0
Other,1200.0,4,110.0
Other,1910.0,3,190.0
Brookefield,1139.0,2,80.0
Thigalarapalya,3122.0,4,225.0
Sarjapura - Attibele Road,1033.0,2,28.41
Yeshwanthpur,1168.0,2,64.08
Chandapura,877.0,2,42.0
Electronics City Phase 1,1340.0,2,75.0
Other,1405.0,3,70.0
Other,1800.0,3,65.0
Other,1750.0,3,149.0
Malleshwaram,675.0,3,148.0
Other,985.0,2,63.0
Other,1300.0,2,129.0
Other,1490.0,3,88.0
Other,620.0,2,25.0
Hormavu,1130.0,2,42.3
Yelachenahalli,1080.0,2,55.0
Singasandra,3126.0,4,120.0
Begur Road,1410.0,3,52.17
Bommanahalli,1375.0,3,59.0
Hennur Road,1290.0,3,94.5
Hosa Road,1318.0,3,85.28
Electronic City,1128.0,2,68.0
Other,4428.0,4,255.0
Kanakpura Road,1051.0,2,56.74
Kengeri,3500.0,3,275.0
Kannamangala,2400.0,4,130.0
Yelahanka,1327.0,2,85.0
Thigalarapalya,2912.0,4,210.0
Other,1301.0,2,55.0
Other,650.0,1,30.0
Varthur,1200.0,3,67.75
Other,1500.0,3,89.99
Other,2700.0,4,675.0
Other,1350.0,4,145.0
Sarjapur  Road,984.0,2,45.91
Jakkur,1819.18,3,160.0
Nagarbhavi,900.0,1,175.0
Sarakki Nagar,2145.0,3,270.0
Malleshwaram,2475.0,3,300.0
Kaggadasapura,1118.0,2,30.0
Other,910.0,1,42.0
Other,1250.0,3,39.0
Hosakerehalli,1304.0,2,100.0
Begur Road,1615.0,3,58.0
Sarjapur  Road,1400.0,2,68.0
CV Raman Nagar,1070.0,2,47.5
Hebbal,3500.0,3,395.0
Hoodi,1132.0,2,89.37
Hebbal,2400.0,7,550.0
Sector 2 HSR Layout,794.0,1,65.0
Raja Rajeshwari Nagar,1090.0,2,43.59
Gottigere,1500.0,3,70.0
1st Phase JP Nagar,2059.0,3,225.0
Whitefield,1269.0,2,75.0
Other,4800.0,4,700.0
Kanakpura Road,1070.0,2,37.45
Talaghattapura,1150.0,2,28.0
Marathahalli,1208.0,2,70.0
Ramamurthy Nagar,1185.0,2,45.5
Laggere,1200.0,3,130.0
Anekal,888.0,2,34.0
Other,532.0,1,22.49
Other,1060.0,3,62.0
Electronic City,700.0,1,35.0
Other,902.0,2,42.0
Other,600.0,6,95.0
Binny Pete,1365.0,2,122.0
Doddathoguru,984.0,2,51.0
Hebbal,2700.0,4,100.0
Jalahalli East,1475.0,3,96.0
Haralur Road,1300.0,2,79.0
5th Block Hbr Layout,1200.0,5,220.0
Babusapalaya,1453.0,3,43.59
Other,1550.0,2,160.0
Akshaya Nagar,1666.0,3,95.0
Akshaya Nagar,1410.0,4,160.0
Yelahanka,4025.0,4,800.0
Murugeshpalya,1845.0,3,91.0
Sarjapura - Attibele Road,1676.0,3,52.0
Uttarahalli,1137.0,2,63.0
Electronic City,1360.0,3,70.5
Other,1374.0,3,70.0
Judicial Layout,1700.0,3,155.0
Whitefield,3227.0,5,250.0
Other,2145.0,4,125.0
Koramangala,2400.0,4,600.0
Kasavanhalli,2170.0,3,151.0
Other,1080.0,2,55.0
Electronic City Phase II,1790.0,3,100.0
Doddathoguru,550.0,1,17.0
Somasundara Palya,1033.0,2,48.0
Other,1000.0,2,80.0
Binny Pete,2940.0,4,280.0
Other,1240.0,2,52.6
Kasturi Nagar,1650.0,5,450.0
Other,1500.0,3,97.0
Marathahalli,1730.0,3,139.0
Kasavanhalli,1915.0,3,80.0
Whitefield,1545.0,3,79.0
Other,1865.0,3,140.0
Hebbal Kempapura,1150.0,2,40.0
Other,1200.0,2,49.0
Kengeri,963.0,2,40.0
Marsur,1200.0,3,120.0
Basavangudi,2600.0,4,260.0
Kaikondrahalli,1700.0,4,108.0
Lingadheeranahalli,1682.0,3,120.0
Yelahanka,1371.0,3,65.0
Hennur Road,901.0,2,49.5
Vishwapriya Layout,600.0,7,73.0
Ambalipura,1730.0,3,120.0
Konanakunte,1200.0,4,125.0
EPIP Zone,1500.0,3,102.0
Sarjapur  Road,3785.0,4,280.0
Other,3500.0,4,245.0
Other,1203.0,2,59.86
Horamavu Banaswadi,1357.0,2,54.0
Other,1600.0,3,76.0
Yelahanka New Town,350.0,1,13.5
Varthur,1665.0,3,53.0
Ramamurthy Nagar,1400.0,3,200.0
Sarjapur  Road,835.0,1,46.95
Other,815.0,2,160.0
Haralur Road,1444.0,3,80.0
Kanakapura,1277.0,2,55.0
Lingadheeranahalli,1521.0,3,94.71
Other,1134.0,2,40.0
Vasanthapura,995.0,2,34.82
Old Madras Road,2760.0,3,157.0
Marathahalli,1325.0,2,92.0
Kothanur,4000.0,6,150.0
Marathahalli,1525.0,3,90.0
Other,1320.0,3,73.0
Electronics City Phase 1,650.0,1,23.0
Old Airport Road,1858.0,3,167.0
Electronic City,1150.0,2,38.0
Electronic City Phase II,769.0,2,40.0
Electronic City,1571.0,3,105.0
Hennur Road,1445.0,3,86.56
Hosur Road,1590.0,3,135.0
Bommasandra,902.0,2,49.0
Sarjapur,2238.0,3,140.0
Electronic City,1090.0,2,31.49
Yelahanka,1712.0,3,82.0
Haralur Road,1088.0,2,68.0
Somasundara Palya,1575.0,3,63.1
Other,2150.0,6,205.0
Kundalahalli,1920.0,3,150.0
Margondanahalli,1000.0,2,57.0
Other,1100.0,2,56.1
Electronic City,1089.0,2,45.0
Horamavu Agara,1106.0,2,43.09
Kengeri,927.0,2,37.0
Kanakpura Road,1339.0,2,58.0
Thanisandra,923.0,1,45.69
Sarjapur  Road,2900.0,3,285.0
Lakshminarayana Pura,1175.0,2,75.0
Thubarahalli,975.0,2,55.0
Hebbal,2400.0,3,180.0
Subramanyapura,1330.0,3,72.0
Thanisandra,1183.0,2,59.74
Harlur,1758.0,3,133.0
Nagarbhavi,1200.0,3,265.0
Pai Layout,1100.0,2,50.0
Ramamurthy Nagar,1170.0,2,46.8
Other,2400.0,5,120.0
Raja Rajeshwari Nagar,1530.0,3,51.77
Hebbal,1420.0,2,107.0
Other,1200.0,4,300.0
7th Phase JP Nagar,1045.0,6,160.0
Kanakpura Road,1591.0,3,115.0
Other,675.0,2,52.0
Hoodi,1055.0,2,57.63
Iblur Village,1918.0,3,129.0
Sarjapur  Road,1280.0,2,76.0
Nagarbhavi,1560.0,3,66.0
Sarjapur  Road,1145.0,2,49.5
Other,1801.0,3,139.0
Seegehalli,1200.0,5,120.0
Rajaji Nagar,1718.0,2,288.0
Hebbal,1320.0,2,92.0
Other,1350.0,3,65.0
Other,2990.0,4,324.0
Kalyan nagar,3800.0,4,300.0
Bannerghatta Road,1344.0,3,42.0
Bannerghatta Road,1893.0,3,100.0
Chandapura,1107.0,3,43.0
R.T. Nagar,1200.0,9,180.0
Lakshminarayana Pura,1190.0,2,75.0
Whitefield,1000.0,2,35.0
Other,2400.0,2,160.0
Kumaraswami Layout,1000.0,2,48.5
Jalahalli,2113.0,3,155.0
KR Puram,1100.0,2,46.0
Sector 2 HSR Layout,1200.0,5,160.0
Harlur,1884.0,4,120.0
Electronic City,1110.0,2,40.0
Other,1250.0,3,40.0
Sarjapur  Road,1470.0,3,62.0
Other,1150.0,2,75.0
Other,1200.0,3,165.0
Kudlu Gate,703.0,1,52.0
Other,1400.0,3,62.0
Bellandur,1195.0,2,51.0
Other,1302.0,2,69.1
Begur Road,1583.0,3,74.4
Other,1488.0,3,60.0
Kammasandra,1385.0,3,34.63
Whitefield,3262.0,4,260.0
Electronic City,1600.0,3,104.0
Old Airport Road,1150.0,2,90.0
Other,4500.0,9,166.0
Sarjapur  Road,1263.0,2,78.0
KR Puram,1200.0,7,110.0
Kanakpura Road,1299.0,2,85.0
Banashankari,1330.0,2,78.0
Devanahalli,1282.0,3,52.43
Other,1853.0,3,82.0
Other,861.0,2,35.0
Bannerghatta Road,1600.0,3,95.0
Other,1256.0,2,62.8
Other,1390.0,3,80.0
Other,1550.0,3,90.0
Other,1200.0,11,150.0
Hebbal,919.0,2,49.0
Margondanahalli,1625.0,3,80.0
Gunjur,1195.0,2,44.0
Domlur,2400.0,6,600.0
Yelenahalli,1159.0,2,60.0
Whitefield,1386.0,3,57.46
Harlur,1197.0,2,79.0
Jigani,4303.5,4,226.0
Bommasandra,1295.0,3,50.28
Other,1310.0,3,37.83
Whitefield,1132.0,2,79.28
Other,2350.0,3,400.0
Other,2400.0,4,500.0
Hebbal,1645.0,3,135.0
Whitefield,3000.0,4,330.0
Marathahalli,1937.0,3,140.0
Doddathoguru,1015.0,2,33.5
Kathriguppe,1350.0,3,80.99
Kengeri Satellite Town,1149.0,3,29.0
Kothanur,1185.0,2,59.0
Domlur,1720.0,3,135.0
Hebbal,2080.0,3,175.0
Yelahanka,1566.0,3,97.0
Rajaji Nagar,2386.0,3,334.0
Other,1500.0,4,110.0
KR Puram,1290.0,2,49.02
Other,1531.0,3,72.0
Other,1839.0,3,165.0
Other,4200.0,4,760.0
Whitefield,1140.0,2,39.0
Tumkur Road,1343.5,3,57.76
Banashankari Stage III,2000.0,4,100.0
Kaval Byrasandra,1100.0,2,46.0
Bannerghatta,1618.0,3,68.0
Whitefield,2830.0,4,160.0
Uttarahalli,1315.0,3,74.0
Anandapura,1141.0,2,42.75
AECS Layout,1080.0,2,55.0
HBR Layout,1200.0,2,60.0
Varthur,1111.0,2,41.88
NGR Layout,1022.0,2,45.9
Bannerghatta Road,1275.0,2,65.0
Other,900.0,2,70.0
Rachenahalli,1224.0,2,39.2
Battarahalli,1135.0,2,43.0
Rachenahalli,1050.0,2,52.1
Nagavarapalya,1392.0,2,130.0
Bellandur,1050.0,2,72.0
Hosa Road,1513.0,3,103.0
Gottigere,1621.0,3,72.0
Bannerghatta Road,892.0,2,39.0
Whitefield,1205.0,2,40.0
Other,1250.0,5,300.0
Other,1650.0,7,345.0
Other,1200.0,4,70.0
Indira Nagar,1400.0,2,168.0
Kengeri,726.0,2,35.0
Other,1500.0,3,149.0
Hebbal,3895.0,4,405.0
Horamavu Agara,1079.0,2,41.0
Begur Road,1170.0,2,46.0
Doddathoguru,1104.0,2,39.0
Kanakpura Road,950.0,2,45.0
Hormavu,4818.0,4,390.0
Other,1650.0,3,52.0
Kogilu,1559.0,3,127.0
Other,1100.0,2,38.0
Benson Town,1750.0,3,150.0
Ramagondanahalli,1215.0,2,45.5
Talaghattapura,1868.0,3,135.0
Electronic City,1130.0,2,32.63
Sarjapur  Road,1691.0,3,98.0
Ardendale,4355.0,5,350.0
Hulimavu,1225.0,2,55.0
JP Nagar,1690.0,3,112.0
Kasturi Nagar,1896.0,4,125.0
Sonnenahalli,605.0,1,40.0
Begur Road,800.0,5,95.0
Electronic City Phase II,900.0,2,32.5
Other,750.0,1,50.0
Hoodi,780.0,3,62.0
Ananth Nagar,908.0,2,26.0
Sarjapur  Road,3416.5,4,143.0
Thanisandra,3216.0,4,226.0
Other,2400.0,5,225.0
Iblur Village,1400.0,2,68.0
Hulimavu,1255.0,2,74.0
Electronic City,1500.0,3,100.0
Thanisandra,1296.0,2,72.0
Horamavu Banaswadi,925.0,2,38.0
Raja Rajeshwari Nagar,1023.0,2,42.0
Other,600.0,2,75.0
Thanisandra,1020.0,2,44.5
Choodasandra,1530.0,3,77.0
Gubbalala,1650.0,3,71.0
Other,1605.0,3,85.0
Hosakerehalli,1925.0,2,50.0
Kogilu,1190.0,2,50.66
Jakkur,1374.0,3,68.0
6th Phase JP Nagar,1140.0,2,65.0
Green Glen Layout,1725.0,3,130.0
Bisuvanahalli,1075.0,3,50.0
Kannamangala,1574.0,3,93.34
Sanjay nagar,965.0,1,32.0
Marathahalli,1550.0,3,83.0
Other,1205.0,2,60.0
Kambipura,1082.0,3,55.0
Uttarahalli,1215.0,3,52.85
Hebbal,2483.0,4,230.0
Other,1200.0,2,46.14
Other,1500.0,1,19.5
1st Block Koramangala,2360.0,4,600.0
Ardendale,3198.0,4,250.0
Kanakpura Road,1452.0,3,60.98
Electronic City Phase II,1329.0,3,41.0
Other,1125.0,2,44.0
Sarjapur  Road,1350.0,3,39.97
Uttarahalli,1312.5,3,51.19
Hebbal,2600.0,3,195.0
Other,1200.0,2,160.0
Pai Layout,1255.0,2,80.0
Other,1904.0,3,155.0
Somasundara Palya,1329.0,2,70.0
Chandapura,1200.0,2,60.0
Murugeshpalya,2135.0,3,160.0
Other,2770.0,3,315.0
Other,813.0,1,39.0
Other,3884.0,4,240.0
Doddaballapur,3876.0,3,300.0
Kalena Agrahara,800.0,2,30.0
Other,4750.0,4,120.0
Hormavu,1500.0,3,70.0
Bannerghatta Road,1880.0,3,95.0
Electronic City,1440.0,3,55.0
Akshaya Nagar,1575.0,3,90.0
Other,1630.0,3,97.78
Yelahanka,1180.0,3,55.0
Other,1090.0,2,36.0
Other,2425.0,4,173.0
Varthur,1097.0,2,33.82
Raja Rajeshwari Nagar,1070.0,2,50.0
Kumaraswami Layout,1000.0,2,58.0
Hoodi,1120.0,8,150.0
Other,1150.0,2,56.0
Frazer Town,1900.0,3,145.0
Other,1141.0,2,49.0
Jigani,937.0,2,44.0
Green Glen Layout,1075.0,2,60.0
Panathur,1000.0,2,65.3
Kasavanhalli,1450.0,3,77.41
Yelachenahalli,897.0,5,85.0
Other,936.0,2,43.0
Other,1280.0,2,75.0
Babusapalaya,1050.0,2,45.0
Marathahalli,1350.0,2,86.0
Devanahalli,1174.0,2,59.0
Hosur Road,1890.0,3,162.0
Other,735.0,1,75.0
Other,500.0,1,24.0
Gottigere,1304.0,3,80.0
Yelahanka,1653.0,3,120.0
Bisuvanahalli,1075.0,3,52.0
7th Phase JP Nagar,1212.0,2,42.0
Rajaji Nagar,3436.0,4,500.0
Other,1200.0,3,145.0
Billekahalli,1140.0,2,50.0
Other,1200.0,2,100.0
Kudlu Gate,1532.0,3,83.0
Doddaballapur,2776.0,3,195.0
Padmanabhanagar,1531.0,3,75.0
Uttarahalli,1325.0,2,53.0
Other,1200.0,3,160.0
Electronic City,1156.0,3,44.0
R.T. Nagar,2000.0,4,320.0
Bannerghatta Road,1260.0,2,70.0
Vittasandra,1934.0,2,90.0
Malleshpalya,1060.0,2,40.0
Kasavanhalli,1476.0,3,95.0
Murugeshpalya,1185.0,2,85.0
Other,1265.0,3,82.0
Other,3200.0,4,150.0
Other,1196.0,2,56.81
EPIP Zone,1280.0,2,69.0
Marathahalli,800.0,4,86.0
Hulimavu,1175.0,2,45.0
Other,1850.0,3,98.0
Indira Nagar,2400.0,4,525.0
Whitefield,1195.0,2,70.0
Ulsoor,2000.0,3,185.0
Other,600.0,7,100.0
Hebbal Kempapura,800.0,4,155.0
Hosur Road,1180.0,2,36.5
Jakkur,1050.0,2,49.87
Electronic City,1400.0,3,40.44
Other,2360.0,4,150.0
Other,1030.0,2,77.25
Other,1512.0,2,65.01
Subramanyapura,929.0,2,48.0
Jigani,1252.0,3,61.0
Green Glen Layout,1485.0,3,115.0
Electronics City Phase 1,1124.0,3,55.0
TC Palaya,2400.0,6,370.0
Indira Nagar,1407.0,3,120.0
Hennur Road,1482.0,3,97.0
Jalahalli,1570.0,3,140.0
Whitefield,3480.0,3,284.0
Chandapura,520.0,1,14.04
Other,2000.0,3,160.0
Prithvi Layout,1352.0,2,75.0
Electronic City,1152.0,2,65.0
Other,1575.0,3,93.0
Hegde Nagar,1965.0,3,125.0
Other,1300.0,3,70.0
Sarjapur  Road,1.0,4,120.0
Marathahalli,957.0,2,47.0
Hoskote,1740.0,3,60.0
Kanakpura Road,1080.0,5,65.0
Neeladri Nagar,1060.0,2,35.0
Other,975.0,2,50.0
Ramamurthy Nagar,1150.0,2,51.0
Whitefield,1738.0,3,79.0
Bommanahalli,1250.0,3,55.0
Bannerghatta Road,1788.0,3,90.0
Kanakapura,1151.0,2,59.0
Uttarahalli,1300.0,3,60.0
Other,1380.0,2,75.0
Hebbal,1645.0,3,117.0
Babusapalaya,1141.0,2,45.9
7th Phase JP Nagar,1175.0,2,82.5
Banashankari Stage V,1355.0,3,61.0
Dasarahalli,1150.0,2,70.0
Other,5800.0,5,80.0
Other,1000.0,2,45.0
Balagere,1007.0,2,65.0
Other,3000.0,4,100.0
Kothanur,1436.0,3,70.0
Somasundara Palya,2372.0,3,140.0
R.T. Nagar,1500.0,6,240.0
BTM Layout,1286.0,3,10.0
Rajaji Nagar,1200.0,2,150.0
Rayasandra,1016.0,2,58.0
Dodda Nekkundi,1100.0,2,48.0
Other,1080.0,2,45.0
Electronic City,1070.0,2,60.0
Kadubeesanahalli,1532.0,3,115.0
Hennur,1040.0,2,42.12
Other,3100.0,3,250.0
Tumkur Road,1137.5,2,48.905
Thanisandra,1430.0,3,51.6
Rajaji Nagar,1160.0,2,163.0
ITPL,3262.0,4,205.0
Other,2100.0,7,410.0
Other,1190.0,2,100.0
Other,1827.0,3,100.0
HRBR Layout,1210.0,2,75.0
Hebbal,1251.0,2,88.73
HSR Layout,1600.0,3,115.0
Electronic City,1128.0,2,65.5
Budigere,1820.0,3,93.0
Thigalarapalya,2072.0,3,159.0
Raja Rajeshwari Nagar,1510.0,3,59.0
Hoodi,1925.0,3,114.0
Hennur Road,2651.0,3,225.0
Thigalarapalya,2072.0,3,147.0
Kumaraswami Layout,1000.0,2,36.0
KR Puram,1752.0,3,145.0
Sahakara Nagar,960.0,2,56.0
Other,1180.0,2,63.0
Benson Town,2270.0,3,180.0
NRI Layout,650.0,2,59.0
Lakshminarayana Pura,1200.0,2,75.0
Bisuvanahalli,1180.0,3,46.0
Other,1300.0,3,47.0
Bannerghatta Road,1157.0,2,40.0
Banashankari Stage III,1305.0,3,59.0
Hegde Nagar,2006.0,3,196.0
Jakkur,1290.0,2,80.0
Hoskote,1170.0,2,45.0
Other,971.0,4,135.0
Yelachenahalli,1400.0,2,78.0
Other,1155.0,3,60.0
Hormavu,1725.0,3,85.0
Kanakpura Road,700.0,2,40.0
Other,7000.0,4,2050.0
Hoodi,1112.0,2,88.0
Somasundara Palya,1178.0,2,78.0
Other,1274.0,2,81.0
Doddathoguru,915.0,2,32.0
6th Phase JP Nagar,1650.0,8,135.0
Hosur Road,760.0,1,21.28
Other,1540.0,3,68.0
Other,1206.0,2,38.5
Other,1200.0,4,170.0
Other,1200.0,4,140.0
Nehru Nagar,2342.0,4,115.0
Other,1200.0,3,55.0
Yelenahalli,1056.0,2,33.0
Raja Rajeshwari Nagar,4800.0,8,225.0
Kanakpura Road,1450.0,3,54.3
Other,1161.0,2,36.69
Other,1097.0,2,65.0
Uttarahalli,850.0,2,35.0
Green Glen Layout,1715.0,3,115.0
Basavangudi,2300.0,3,317.0
Electronic City,1200.0,2,59.0
8th Phase JP Nagar,1080.0,2,38.0
Kasavanhalli,1200.0,2,50.3
Other,2400.0,4,550.0
Banashankari,1400.0,3,78.0
Whitefield,1500.0,4,200.0
Kanakpura Road,458.0,1,19.695
Marathahalli,1230.0,2,57.0
Kalyan nagar,1640.0,3,88.0
Banashankari,1700.0,3,125.0
Bommasandra,1478.0,3,44.0
Other,6600.0,4,986.0
Banashankari,1020.0,2,40.79
Yelahanka,1275.0,3,95.0
Other,1600.0,4,165.0
Kanakapura,1110.0,2,38.85
Uttarahalli,1627.86,3,88.0
Other,620.0,2,22.0
Whitefield,3004.0,4,285.0
Hosa Road,1133.0,2,52.0
Hennur Road,1182.0,2,82.5
Tumkur Road,1500.0,3,100.0
Hebbal Kempapura,3900.0,4,360.0
Marathahalli,1200.0,2,58.0
Raja Rajeshwari Nagar,1128.0,2,48.79
Malleshwaram,2345.0,3,293.0
Amruthahalli,1100.0,2,45.0
Kengeri Satellite Town,635.0,2,22.0
Ardendale,2062.0,4,140.0
Thanisandra,1874.0,3,130.0
Vidyaranyapura,600.0,4,78.0
Old Madras Road,1171.0,2,75.0
Sarjapur,2020.0,3,85.0
8th Phase JP Nagar,1059.0,2,34.5
Panathur,1315.0,3,59.1
Jakkur,1760.0,3,110.0
Hennur Road,1192.0,3,62.0
Hebbal,1645.0,3,121.0
Whitefield,1250.0,2,72.0
Whitefield,709.0,1,34.385
Whitefield,1340.0,2,77.0
Cooke Town,2388.0,3,239.0
Hosa Road,1369.1,2,104.0
Other,1355.0,2,75.0
Bannerghatta Road,1150.0,2,65.0
Kanakapura,1938.0,3,113.0
Begur Road,2462.0,4,124.0
Budigere,1636.0,3,85.0
Akshaya Nagar,1430.0,3,75.0
Electronic City Phase II,993.0,3,50.0
Laggere,1260.0,4,150.0
Kanakpura Road,1700.0,3,88.0
Yelahanka,1270.0,2,78.0
Anjanapura,1500.0,3,121.0
Koramangala,2300.0,3,290.0
Other,7500.0,4,900.0
Marathahalli,1650.0,3,86.45
Panathur,1109.0,2,63.0
Other,1280.0,2,49.75
Sarjapur,2885.0,4,185.0
Banashankari,1200.0,9,145.0
Devanahalli,1600.0,3,180.0
Kothanur,1462.0,3,71.0
Marathahalli,607.0,1,35.0
Kammasandra,930.0,2,25.0
Varthur,4500.0,4,300.0
Sahakara Nagar,1200.0,5,160.0
Malleshwaram,2600.0,3,237.0
JP Nagar,3000.0,4,140.0
Electronic City Phase II,1418.0,3,52.47
Other,4200.0,2,160.0
EPIP Zone,1125.0,2,65.0
CV Raman Nagar,1825.0,3,126.0
Whitefield,1320.0,2,79.5
HAL 2nd Stage,1490.0,3,300.0
Other,1650.0,4,300.0
Whitefield,750.0,2,52.7
Yelahanka,1400.0,3,80.54
Other,4104.0,4,360.0
Rajaji Nagar,5000.0,4,375.0
Mahadevpura,3295.0,5,260.0
Other,1150.0,4,110.0
Whitefield,1200.0,3,61.96
Poorna Pragna Layout,965.0,2,48.0
KR Puram,1100.0,2,43.0
Whitefield,1180.0,2,41.0
HSR Layout,1145.0,2,48.0
Other,1215.0,2,49.85
Hegde Nagar,1200.0,2,75.0
Kenchenahalli,1015.0,2,58.0
Kaggalipura,2400.0,3,165.0
Whitefield,3000.0,4,306.0
7th Phase JP Nagar,3300.0,3,160.0
Other,1076.0,2,52.0
JP Nagar,1300.0,2,109.0
Hebbal Kempapura,1300.0,2,102.0
Hosa Road,1512.0,3,123.0
Bhoganhalli,1053.4,3,88.91
Yeshwanthpur,605.0,1,41.745
Hormavu,1153.0,2,65.0
Other,2080.0,2,150.0
Hulimavu,1255.0,2,69.0
Bannerghatta Road,1286.0,4,260.0
Marathahalli,1583.0,3,109.0
Other,1505.0,2,90.0
Kathriguppe,1365.0,3,75.08
Other,1200.0,3,95.75
Other,1810.0,3,148.0
Magadi Road,440.0,1,35.0
Subramanyapura,975.0,2,63.0
Other,1250.0,2,39.0
Other,1530.0,3,97.0
Kereguddadahalli,1300.0,3,39.0
Channasandra,1115.0,2,40.0
Sarjapur  Road,1308.0,2,83.0
Uttarahalli,1490.0,3,59.6
Bannerghatta Road,10000.0,4,450.0
Sarjapur  Road,1592.0,3,91.0
Rajaji Nagar,1222.0,2,112.0
Raja Rajeshwari Nagar,1267.0,2,42.85
Balagere,656.0,1,53.0
Dodda Nekkundi,3400.0,4,530.0
Garudachar Palya,4500.0,4,400.0
Chandapura,1200.0,2,36.0
Thanisandra,1698.0,3,102.0
Other,1500.0,3,70.0
Other,2000.0,4,80.0
Electronic City,1152.0,2,65.75
Raja Rajeshwari Nagar,550.0,1,21.0
Pattandur Agrahara,900.0,2,42.0
Akshaya Nagar,1419.0,3,73.0
AECS Layout,1800.0,3,65.0
Gottigere,990.0,2,40.0
Sarjapur  Road,1016.0,2,45.0
Bannerghatta Road,1100.0,2,39.0
Ramamurthy Nagar,850.0,4,65.0
Whitefield,1095.0,2,35.0
Budigere,1444.0,2,70.0
Whitefield,1415.0,2,67.0
Other,1500.0,3,130.0
Other,1600.0,3,72.0
Whitefield,1105.0,2,41.36
Electronic City,1225.0,3,45.03
Frazer Town,2560.0,3,265.0
Dasarahalli,2400.0,7,150.0
